chip_id,country,cluster
g13-5_00011_8,sweden,0
g13-5_00008_18,sweden,0
g83_00017_11,austria,0
g22_00054_1,denmark,1
g1_00016_1,spain,0
g11_00138_3,lithuania,0
g95_00037_9,austria,0
g16_00042_3,netherlands,0
g94_00036_17,austria,0
g14-1_00077_11,finland,0
g6-0_00022_12,sweden,0
1592599,rwanda,1
g10-3_00094_18,croatia,0
g22_00032_0,denmark,2
g1_0000002048-0000000512,vietnam,0
g14-1_00145_8,finland,0
g22_00067_17,denmark,2
g22_00041_17,denmark,2
g0_00044_6,luxembourg,0
g15_00072_16,estonia,2
g14-1_00050_18,finland,1
g8_00014_13,lithuania,0
g94_00004_16,austria,0
g19_00042_4,latvia,1
g10-3_00013_2,croatia,0
g10_00173_16,estonia,1
g23_00086_10,netherlands,0
g15_00007_13,estonia,2
g165_00071_8,france,0
g10_00069_8,estonia,1
g21_00079_2,slovakia,2
g10-3_00088_9,croatia,0
g14-1_00088_0,finland,1
g23_00074_18,netherlands,0
g1_00005_8,south_africa,0
g0_0121,india,1
g4_0000006656-0000003072,kenya,1
g14-1_00065_5,finland,0
g4_0000004096-0000006144,brazil,2
g3_00008_18,spain,0
g21_00071_7,slovakia,2
g6_00053_3,denmark,2
g14-2_00080_9,croatia,0
g6_00079_13,denmark,2
g13_00011_1,slovenia,0
g165_00054_8,france,0
g6_00041_18,slovenia,0
g15_00158_18,estonia,1
g2_0701,india,1
g8_00007_12,lithuania,0
g6_00016_10,belgium,0
g6_00016_3,denmark,2
g6_00030_18,denmark,2
g7_00027_3,spain,0
g2_1260,india,1
g4_00022_17,spain,0
g23_00023_12,netherlands,0
g2_00001_14,germany,2
g14-2_00080_12,croatia,0
g79_00014_1,austria,0
g14-2_00061_5,croatia,0
g10-3_00086_2,croatia,1
g79_00018_13,austria,0
g11_00100_1,lithuania,0
g22_00078_9,denmark,2
g13_00040_14,slovenia,0
g13_00004_8,slovenia,0
g14-2_00023_3,croatia,0
g2_0461,india,1
g14-1_00113_17,finland,0
g46_0000000512-0000000512,vietnam,0
g6_00024_4,belgium,0
g4_00009_5,spain,0
g0_00035_10,luxembourg,0
g16_00072_11,netherlands,0
g8_00047_4,lithuania,1
g14-2_00080_13,croatia,0
g13-5_00068_13,sweden,0
g15_00007_17,estonia,0
g165_00087_9,france,1
g6_00017_9,belgium,1
g6-0_00042_1,sweden,0
g1_0000001024-0000000000,portugal,0
g6-0_00012_15,sweden,0
g23_00048_1,netherlands,0
g2_0000017920-0000009216,brazil,2
g11_00116_1,lithuania,0
g3_00004_10,south_africa,2
g0_00038_4,luxembourg,0
g21_00110_11,slovakia,2
g2_00052_8,belgium,0
g16_00088_5,netherlands,1
1592674,rwanda,0
g15-1_00089_8,finland,0
g26_00057_17,latvia,2
g19_00011_8,latvia,1
g16_00046_16,netherlands,0
g8_00108_5,lithuania,1
g21_00090_13,slovakia,2
g79_00042_7,austria,0
g212_00073_11,france,1
g165_00064_1,france,0
g41_00009_9,latvia,0
g15-1_00141_10,finland,0
g56_0000000512-0000000000,vietnam,0
1592803,rwanda,0
g14-2_00020_15,croatia,2
g10-3_00024_1,croatia,0
g212_00070_12,france,0
g21_00026_6,slovakia,2
g14-1_00127_13,finland,0
g11_00003_9,lithuania,0
g2_00056_5,slovakia,0
g10-3_00010_15,croatia,0
g23_00039_5,netherlands,1
g2_00009_0,germany,0
g16_00022_10,netherlands,0
g212_00032_1,france,0
g3_00028_16,spain,0
g22_0000001536-0000001536,portugal,0
g2_00013_1,germany,0
g14-2_00051_13,croatia,2
g2_0000008704-0000007680,brazil,2
g4_00002_17,spain,0
g8_00126_15,lithuania,0
g83_00036_2,austria,0
g3_00002_7,south_africa,2
g8_00003_12,lithuania,0
g15_00149_4,estonia,0
g0_0000001024-0000001536,portugal,0
g22_00011_17,denmark,2
g23_00057_1,netherlands,0
g15_00144_18,estonia,0
g82_00031_12,austria,0
g15-1_00092_17,finland,0
g14-2_00046_8,croatia,0
g13-5_00053_15,sweden,0
g11_00114_14,lithuania,0
g0_0000001536-0000000000,portugal,1
g15_00162_6,estonia,0
g19_00036_14,latvia,0
g2_00041_6,slovakia,2
g10-3_00058_8,croatia,0
g2_0000002560-0000004608,brazil,2
g2_1370,india,1
g6_00024_17,slovenia,0
1592722,rwanda,0
g165_00046_7,france,0
g212_00040_13,france,0
g8_00064_7,lithuania,0
g15_00042_4,estonia,0
g15-1_00140_8,finland,0
g14-2_00095_1,croatia,0
g8_0000001536-0000000512,portugal,1
g23_00097_5,netherlands,1
g4_00031_1,spain,0
g13_00040_4,slovenia,0
g6_00008_17,belgium,1
g77_00036_10,austria,0
g2_00006_15,south_africa,0
g15_00065_15,estonia,1
g14-2_00064_11,croatia,0
g50_00047_4,latvia,1
g0_1399,india,1
g2_00018_13,germany,2
g13_00043_13,slovenia,0
g3_00003_7,spain,0
g212_00018_9,france,0
g19_00042_9,latvia,0
g14-2_00076_5,croatia,0
g6_00012_10,slovenia,0
g14-2_00062_4,croatia,0
g2_00096_14,slovakia,2
g10-3_00054_9,croatia,0
g11_00096_16,lithuania,0
g165_00043_2,france,0
g22_00073_8,denmark,2
g23_00033_15,netherlands,1
g16_00010_11,netherlands,0
g7_00026_15,spain,0
g6_00007_9,slovenia,1
g3_0000013824-0000000512,brazil,2
g16_00008_6,netherlands,0
g15_00057_4,estonia,1
g2_00093_4,slovakia,2
g15-1_00037_6,finland,1
g1_0000010752-0000000512,brazil,2
g3_00010_1,spain,0
g50_00059_16,latvia,1
g2_0000023552-0000009216,brazil,2
g79_00018_14,austria,1
g26_00055_1,latvia,2
g2_00049_1,belgium,0
g0_00014_16,luxembourg,0
g13-5_00129_9,sweden,1
g2_0000017920-0000005120,brazil,2
g0_00017_16,luxembourg,0
g0_0000009216-0000002048,kenya,1
g10_0000009216-0000001536,kenya,1
g56_0000000512-0000000512,vietnam,0
g26_00042_0,latvia,0
g2_00113_4,slovakia,2
g31_00037_10,latvia,1
g165_00065_6,france,0
g1_0000000512-0000002048,vietnam,0
g14-1_00136_17,finland,0
g11_00091_1,lithuania,0
g10-3_00006_12,croatia,0
g16_00039_9,netherlands,0
g16_00045_14,netherlands,0
g16_00030_6,netherlands,1
g2_00005_6,slovakia,1
g15_00112_11,estonia,0
g15_00113_6,estonia,0
g1_0000001536-0000001024,vietnam,0
g13-5_00117_6,sweden,0
g21_00075_11,slovakia,2
g25_00055_7,latvia,0
g11_00078_4,lithuania,0
g15_00022_3,estonia,1
g15_00045_3,estonia,0
g4_0000008192-0000012800,brazil,1
g13_00019_4,slovenia,1
g0_00020_13,luxembourg,0
g14-1_00085_0,finland,0
g2_00026_16,belgium,0
g3_00005_4,south_africa,0
g2_00016_4,germany,2
g2_00031_12,belgium,0
g22_00046_6,denmark,2
g8_00026_10,lithuania,0
g1_00038_6,spain,0
g15_00015_13,estonia,0
g4_0000010752-0000010752,brazil,2
g2_00037_1,slovakia,2
g13-5_00064_15,sweden,0
g2_00064_9,slovakia,2
g16_00041_1,netherlands,1
g23_00037_0,netherlands,0
g15_00061_8,estonia,1
g10_00020_0,estonia,1
g6_00011_11,belgium,0
g6_00042_2,belgium,0
g0_0253,india,1
g2_0000012800-0000008192,brazil,2
g23_00106_9,netherlands,0
1592737,rwanda,0
g22_00065_0,denmark,1
g5_0000000512-0000001536,portugal,0
g11_00128_17,lithuania,0
g16_00102_10,netherlands,0
g77_00019_5,austria,0
g1_00020_4,spain,0
g14-1_00058_9,finland,0
g77_00047_2,austria,0
1592608,rwanda,0
g22_0000000000-0000000512,vietnam,0
g10_00024_4,estonia,0
g2_00008_4,south_africa,0
g0_00017_2,luxembourg,0
g10-3_00008_5,croatia,0
g2_00042_13,slovakia,2
1592683,rwanda,1
g26_00056_4,latvia,0
g2_00042_7,belgium,0
g8_00017_1,lithuania,0
g10_00092_3,estonia,0
g8_00066_12,lithuania,0
g10_00104_18,estonia,0
g3_00019_10,spain,0
g23_00066_1,netherlands,1
g6-0_00109_17,sweden,2
g41_00006_10,latvia,1
g50_00019_17,latvia,0
g31_00008_13,latvia,0
g21_00016_8,slovakia,1
g47_0000001024-0000000512,vietnam,0
g4_00015_10,spain,0
g2_0000005632-0000003072,kenya,1
g2_0000026624-0000006656,brazil,2
g15-1_00043_13,finland,1
g2_0712,india,1
g6_00087_10,denmark,2
g23_00046_4,netherlands,1
g2_0288,india,1
g0_0000000000-0000001536,portugal,0
g21_00063_12,slovakia,2
g6_0000001024-0000000512,portugal,1
g10-3_00007_8,croatia,0
g13-5_00026_2,sweden,0
g10-3_00009_2,croatia,0
g50_00005_0,latvia,0
g1_00007_12,germany,0
g83_00045_13,austria,0
g2_0291,india,1
g7_00036_12,spain,0
g77_00013_3,austria,0
g11_00106_9,lithuania,0
g10_00080_7,estonia,1
g10-3_00081_8,croatia,0
g94_00011_3,austria,0
g4_00047_8,spain,0
g82_00045_0,austria,1
g3_00005_17,south_africa,0
g15-1_00117_0,finland,1
g1_00006_4,germany,0
g6_00025_4,slovenia,1
g212_00079_13,france,0
g1_00017_18,germany,0
g3_00021_11,spain,0
g8_00066_15,lithuania,0
g22_00038_6,denmark,2
g13_00016_9,slovenia,1
g212_00077_3,france,0
g14-2_00003_16,croatia,0
g2_00005_10,germany,1
g15-1_00086_10,finland,0
g23_00101_11,netherlands,0
g6-0_00025_17,sweden,0
g2_00021_10,belgium,0
g79_00023_2,austria,0
g1_00011_1,germany,0
g26_00025_9,latvia,1
g94_00030_2,austria,0
g14-1_00016_7,finland,1
g14-1_00098_13,finland,0
g10_00044_4,estonia,1
g212_00095_2,france,0
g2_00080_5,slovakia,0
g16_00086_7,netherlands,0
g23_00039_1,netherlands,0
g10_00028_11,estonia,1
g4_00022_15,spain,0
g78_00040_5,austria,0
g2_00007_16,slovakia,2
g26_00037_13,latvia,1
g212_00018_15,france,0
g16_00051_15,netherlands,0
g23_00015_6,netherlands,1
g14-1_00105_14,finland,0
g15-1_00098_5,finland,0
g10-3_00018_17,croatia,0
g6_00036_5,slovenia,0
g3_00004_4,spain,0
g23_00085_12,netherlands,1
g26_00015_8,latvia,1
g4_0000012288-0000006144,brazil,2
g165_00087_11,france,0
g2_00026_10,slovakia,2
g7_00014_9,spain,0
g2_00006_14,south_africa,2
g0_1033,india,1
g8_00121_1,lithuania,1
g1_00002_7,south_africa,0
g15_00161_5,estonia,0
g14-1_00131_15,finland,0
1592747,rwanda,0
g15_00140_10,estonia,0
g6-0_00039_2,sweden,2
g23_00033_16,netherlands,1
g2_0000018944-0000009728,brazil,2
g212_00043_2,france,0
g77_00044_0,austria,0
g21_00075_8,slovakia,2
g6-0_00101_13,sweden,1
g26_00029_5,latvia,0
g14-2_00080_8,croatia,0
g15-1_00107_1,finland,0
g23_00005_1,netherlands,1
g31_00035_15,latvia,1
g165_00002_12,france,0
g6_00031_14,slovenia,0
g2_00102_10,slovakia,2
g21_00114_7,slovakia,1
g0_00046_8,luxembourg,0
g15_00040_0,estonia,1
g14-1_00037_9,finland,0
g6-0_00071_3,sweden,0
g95_00026_3,austria,0
g0_0000000000-0000001024,portugal,0
g6-0_00083_2,sweden,0
g50_00041_14,latvia,1
g6-0_00019_10,sweden,0
g78_00040_17,austria,1
g15_00136_5,estonia,0
g13-5_00019_11,sweden,0
g19_00010_12,latvia,0
g14-1_00059_6,finland,0
g31_00043_13,latvia,1
g2_00062_5,slovakia,0
g14-2_00083_0,croatia,0
g2_00027_4,slovakia,0
g6-0_00005_15,sweden,1
g4_00037_14,spain,0
g3_00010_1,south_africa,2
g79_00033_5,austria,1
g212_00071_5,france,2
g21_00012_5,slovakia,1
g7_00035_6,spain,0
g13-5_00028_12,sweden,1
g2_0000016896-0000005120,brazil,2
g2_0000026112-0000018432,brazil,2
g10_00007_2,estonia,1
g50_00038_15,latvia,1
g22_00016_6,denmark,2
g212_00035_12,france,0
g1_00025_11,spain,0
g22_00085_10,denmark,1
g83_00053_0,austria,0
g21_00026_11,slovakia,1
g212_00098_5,france,0
g2_00018_3,belgium,0
g10_00034_6,estonia,1
g2_00026_3,belgium,0
g2_00050_16,belgium,0
g212_00066_10,france,0
g15-1_00110_9,finland,0
g13-5_00042_9,sweden,0
g23_00012_2,netherlands,1
g2_00029_15,belgium,0
g21_00062_10,slovakia,2
g13_00024_13,slovenia,1
g95_00054_3,austria,0
g50_00044_5,latvia,0
g4_0000011264-0000005632,brazil,2
g1_00034_13,spain,0
g0_00048_7,luxembourg,0
g6_00011_5,slovenia,1
g16_00018_14,netherlands,0
g4_00016_15,spain,0
g78_00016_11,austria,1
g15-1_00123_9,finland,1
g212_00073_15,france,0
g25_00040_15,latvia,0
g10-3_00065_6,croatia,0
g13-5_00092_13,sweden,0
g1_0000000512-0000000000,vietnam,0
g4_00023_9,spain,0
g6_00050_0,denmark,2
g7_00015_3,spain,1
g13-5_00021_14,sweden,0
g19_00007_15,latvia,1
g4_00016_17,spain,0
g14-2_00069_6,croatia,0
g41_00057_15,latvia,0
g6-0_00079_17,sweden,0
g21_00085_8,slovakia,2
g2_1398,india,1
g19_00044_14,latvia,0
g2_00068_14,slovakia,2
g83_00010_14,austria,0
g25_00059_9,latvia,0
g25_00019_0,latvia,0
g0_0266,india,1
g0_00036_8,luxembourg,0
g21_00073_17,slovakia,2
g1_0000000000-0000001536,vietnam,0
g22_00026_0,denmark,2
g7_00002_14,spain,1
g2_00015_0,slovakia,2
g165_00008_3,france,0
g10-3_00068_12,croatia,0
g23_00043_6,netherlands,0
g1_00004_13,spain,0
g31_00066_16,latvia,0
g2_0000012288-0000006144,brazil,2
g26_0000000512-0000000512,vietnam,0
g16_00086_5,netherlands,0
g14-1_00093_12,finland,0
g2_00007_7,germany,0
g22_00029_7,denmark,2
g2_00023_16,slovakia,0
g10_00009_16,estonia,2
g0_1334,india,1
g19_00014_8,latvia,0
g4_00047_7,spain,0
g0_00003_15,luxembourg,0
g13-5_00045_15,sweden,0
g23_00079_12,netherlands,1
g2_00007_9,south_africa,0
g15_00182_16,estonia,1
g50_00012_5,latvia,0
g4_00018_17,spain,0
g95_00020_14,austria,1
g2_0463,india,1
g6_00006_13,denmark,2
g79_00011_18,austria,1
g13_00043_2,slovenia,0
g165_00046_4,france,0
g14-1_00027_3,finland,0
g6-0_00046_4,sweden,0
g83_00038_15,austria,0
g2_1830,india,1
g6_00010_9,slovenia,1
g82_00006_10,austria,0
g2_0352,india,1
g2_0000009216-0000010240,brazil,2
g22_00023_0,denmark,2
g2_0358,india,1
g11_00114_13,lithuania,0
g15-1_00075_10,finland,0
g10-3_00022_10,croatia,0
g15_00163_11,estonia,1
g15_00101_18,estonia,0
g82_00040_8,austria,0
g21_00050_12,slovakia,1
g8_00033_10,lithuania,0
g22_00018_7,denmark,2
g25_00028_0,latvia,1
g212_00084_18,france,0
g11_00005_10,lithuania,0
g23_00086_13,netherlands,0
g13-5_00109_0,sweden,1
g21_00090_7,slovakia,0
g0_00018_9,luxembourg,0
g15-1_00078_14,finland,0
g22_00002_16,denmark,2
g19_00039_7,latvia,1
g10-3_00080_13,croatia,0
g10_00008_9,estonia,0
g94_00021_8,austria,1
g1_00012_11,south_africa,0
g19_00037_10,latvia,0
g14-1_00087_2,finland,0
g3_0573,india,1
g2_0000023040-0000011264,brazil,2
g212_00102_0,france,0
g212_00070_8,france,0
g8_00038_2,lithuania,0
g165_00045_18,france,0
g13-5_00110_0,sweden,2
g0_0183,india,1
g13-5_00046_4,sweden,1
g1_0000000000-0000001024,vietnam,0
g6_00017_3,slovenia,1
g8_00128_15,lithuania,1
g8_00083_1,lithuania,0
1592739,rwanda,0
g25_00009_8,latvia,1
g10_00163_3,estonia,2
g2_0000006656-0000014848,brazil,2
g2_00018_0,belgium,1
g2_00055_17,belgium,1
g8_00087_17,lithuania,0
g21_00106_5,slovakia,2
g16_00054_7,netherlands,0
g22_00030_15,denmark,2
g7_00003_0,spain,1
g2_00037_4,slovakia,2
g6_00076_4,denmark,2
g10_00123_5,estonia,0
g11_00088_9,lithuania,0
g6_00035_9,denmark,2
g21_00064_13,slovakia,2
g2_00049_4,slovakia,0
g13-5_00024_15,sweden,0
g11_00139_5,lithuania,0
g44_0000000000-0000001024,vietnam,0
g7_00047_3,spain,0
g15_00151_17,estonia,1
g212_00047_16,france,0
g26_00002_17,latvia,1
g2_0000006656-0000008704,brazil,2
g10_00077_14,estonia,0
g14-1_00102_10,finland,0
g7_00024_18,spain,0
g95_00020_13,austria,0
g78_00034_3,austria,0
g11_00064_9,lithuania,0
g13_00029_11,slovenia,1
g45_0000000000-0000000512,vietnam,0
g79_00048_3,austria,0
g212_00005_8,france,0
g0_1550,india,1
g6_00003_18,denmark,2
g31_00038_16,latvia,0
g0_00037_5,luxembourg,1
g6_00073_0,denmark,2
g95_00025_17,austria,0
g21_00038_12,slovakia,0
g11_00144_5,lithuania,0
g50_00013_2,latvia,0
g14-2_00068_9,croatia,0
g23_00015_0,netherlands,1
g14-1_00134_18,finland,1
g95_00020_2,austria,0
g0_00006_8,luxembourg,0
g3_00005_2,spain,0
g0_0000004608-0000007680,kenya,1
g31_00048_3,latvia,0
g6_00015_9,denmark,2
g14-2_00085_4,croatia,0
g6_00015_18,belgium,0
g23_00014_12,netherlands,1
g6_00010_13,belgium,1
g14-1_00115_8,finland,0
g22_0000000512-0000001536,portugal,0
g11_00030_0,lithuania,2
g13_00027_4,slovenia,0
g21_00092_4,slovakia,1
g10-3_00043_6,croatia,0
g2_00003_2,slovakia,2
g6_00013_5,slovenia,0
g78_00013_11,austria,1
g15_00049_6,estonia,1
g2_0000011264-0000001536,brazil,2
g13-5_00040_17,sweden,0
g14-1_00014_6,finland,1
g15-1_00136_8,finland,0
1592871,rwanda,0
g13-5_00082_8,sweden,0
g7_00012_2,spain,0
g6_00096_9,denmark,2
g21_00072_3,slovakia,2
g50_00019_7,latvia,0
g3_00011_2,south_africa,2
g83_00021_12,austria,0
g2_0000018944-0000006144,brazil,2
g0_00008_7,luxembourg,0
1592789,rwanda,0
g1_0000007168-0000002560,brazil,2
g95_00021_12,austria,0
g1_00003_12,germany,1
g16_00033_14,netherlands,1
g41_00022_0,latvia,2
g6_00021_16,denmark,2
g7_00004_10,spain,0
g22_00053_2,denmark,2
g212_00037_12,france,0
g165_00034_4,france,0
g14-1_00046_10,finland,0
g15-1_00140_12,finland,0
g10_00004_1,estonia,2
g14-1_00030_14,finland,1
g2_0000008704-0000010752,brazil,2
g78_00011_16,austria,0
g19_00045_6,latvia,1
g3_00006_4,south_africa,0
g94_00049_9,austria,0
g11_00052_1,lithuania,2
g212_00060_14,france,0
g8_00058_2,lithuania,0
g6-0_00026_11,sweden,0
g41_00056_9,latvia,0
g1_0000001536-0000000512,portugal,0
g6_00092_15,denmark,2
g1_00001_14,south_africa,1
g212_00061_8,france,2
g13_00053_5,slovenia,0
g23_00026_9,netherlands,1
g14-1_00147_16,finland,0
g13_00014_3,slovenia,0
g14-2_00034_3,croatia,0
g2_0000005632-0000014336,brazil,1
g0_0708,india,1
g10-3_00074_17,croatia,0
g15_00050_16,estonia,1
g4_00021_8,spain,0
g56_0000000512-0000001024,vietnam,0
g1_00018_0,germany,0
g23_00045_18,netherlands,1
g95_00024_2,austria,0
g2_00033_0,slovakia,2
g26_00062_1,latvia,0
g2_00046_4,belgium,0
g95_00024_1,austria,0
g1_00002_9,germany,0
g0_00008_3,luxembourg,0
g15-1_00045_12,finland,1
g50_00059_2,latvia,1
g6_00071_1,denmark,2
g19_00030_1,latvia,1
g50_00004_8,latvia,1
g6-0_00024_18,sweden,0
g14-2_00051_1,croatia,0
g2_00012_7,germany,0
g11_00107_6,lithuania,0
g50_00065_10,latvia,1
g14-1_00088_1,finland,0
g212_00044_5,france,0
g8_00097_9,lithuania,0
g2_00051_0,belgium,0
g19_00053_16,latvia,0
g6_00031_18,denmark,1
g11_00130_3,lithuania,0
g165_00062_8,france,0
g13-5_00113_4,sweden,1
g10_00070_3,estonia,1
g2_00038_13,belgium,0
g21_00065_1,slovakia,2
g2_00004_4,slovakia,2
g23_0000001024-0000000512,vietnam,0
g2_00009_6,belgium,0
g21_00069_18,slovakia,2
g0_00044_16,luxembourg,0
g4_00028_5,spain,0
g15-1_00137_12,finland,1
g13-5_00005_3,sweden,0
g6_00032_16,slovenia,0
g13-5_00093_7,sweden,1
g78_00037_5,austria,0
g11_00136_6,lithuania,0
g23_00078_16,netherlands,1
g212_00026_8,france,0
g212_00063_11,france,0
g2_00093_11,slovakia,1
g13_00043_5,slovenia,0
g6-0_00057_18,sweden,1
g16_00014_10,netherlands,0
g2_00004_0,germany,2
g5_0000001536-0000000000,portugal,0
g15_00091_10,estonia,1
g15_00061_10,estonia,1
g2_0000020480-0000009728,brazil,2
g3_00001_8,south_africa,1
g23_00002_16,netherlands,1
g16_00101_1,netherlands,0
g22_00070_7,denmark,2
g22_00050_0,denmark,2
g14-2_00090_3,croatia,0
g2_0988,india,1
g1_0000000512-0000001024,portugal,0
g1_00013_7,south_africa,0
g94_00011_17,austria,0
g6-0_00057_6,sweden,0
g6_0000000512-0000000000,portugal,0
g165_00070_16,france,0
g16_00076_5,netherlands,0
g6_00095_6,denmark,2
g77_00044_16,austria,0
g4_00026_15,spain,0
g1_00010_11,south_africa,2
g6_00066_2,denmark,2
g15-1_00043_18,finland,1
g0_0097,india,1
g10_00024_14,estonia,1
g2_00007_1,belgium,0
g8_00015_11,lithuania,0
g50_00048_2,latvia,1
g31_00013_9,latvia,0
g0_00002_1,luxembourg,0
g14-1_00012_8,finland,0
g6_00021_3,denmark,2
g10-3_00063_6,croatia,0
g16_00050_11,netherlands,0
g23_00099_16,netherlands,0
g13_00031_0,slovenia,0
g14-2_00021_7,croatia,0
g7_0000006144-0000001536,kenya,1
g50_00042_6,latvia,0
g50_00026_16,latvia,2
g15_00046_9,estonia,1
g15-1_00054_17,finland,0
g0_1636,india,1
g0_1822,india,1
g4_00029_8,spain,0
g23_00051_11,netherlands,1
g4_00045_7,spain,0
g13_00013_17,slovenia,1
g7_00034_9,spain,0
g8_00067_6,lithuania,0
g6-0_00093_11,sweden,0
g10-3_00093_7,croatia,0
g2_00016_0,belgium,1
g8_00015_9,lithuania,0
g1_00013_1,germany,0
g8_00114_11,lithuania,1
g2_00002_10,germany,0
g8_00096_8,lithuania,0
g4_0000008704-0000010752,brazil,2
g50_00030_8,latvia,0
g14-1_00107_16,finland,0
g79_00035_17,austria,1
g6_00061_17,denmark,2
g22_00010_0,denmark,2
g16_00003_17,netherlands,0
g23_00099_13,netherlands,0
g2_00093_12,slovakia,1
g14-2_00010_15,croatia,0
g6_00016_3,slovenia,0
g23_00066_16,netherlands,0
g6_00010_0,denmark,2
g2_0000005632-0000007680,brazil,2
g15_00049_5,estonia,0
g6-0_00061_0,sweden,0
g21_00085_11,slovakia,0
g3_00008_13,south_africa,2
g13-5_00033_17,sweden,0
g0_00032_5,luxembourg,0
g23_00101_13,netherlands,0
g0_0265,india,1
g2_0000013312-0000012800,brazil,2
g6-0_00005_18,sweden,1
g14-1_00132_4,finland,0
g10_00073_0,estonia,1
g2_0000028160-0000017920,brazil,2
g26_00026_12,latvia,0
g2_00034_10,belgium,0
g13-5_00014_18,sweden,0
g3_00004_12,spain,0
g2_00105_3,slovakia,2
g14-1_00126_16,finland,0
g212_00083_5,france,1
g8_00070_4,lithuania,0
g16_00043_10,netherlands,0
g26_00055_4,latvia,2
g3_1933,india,1
g6-0_00050_12,sweden,0
g11_00084_8,lithuania,0
g21_00049_6,slovakia,0
g2_00114_9,slovakia,2
g10_00012_2,estonia,0
g6-0_00085_17,sweden,1
g2_00074_18,slovakia,2
g15_00123_16,estonia,0
g1_00014_15,germany,1
g2_0000025088-0000010240,brazil,2
g7_00009_0,spain,1
g14-1_00100_5,finland,0
g13_00030_16,slovenia,0
g14-2_00059_1,croatia,0
g6_00006_6,slovenia,0
g13-5_00037_1,sweden,1
g10-3_00062_2,croatia,0
g13-5_00092_1,sweden,0
g13-5_00133_12,sweden,0
g4_00033_16,spain,0
g14-2_00080_2,croatia,0
g22_00033_16,denmark,2
g77_00023_16,austria,0
g6_00004_1,denmark,2
g2_0000025088-0000018432,brazil,2
g2_00026_18,belgium,0
g165_00060_12,france,0
g43_0000000512-0000001024,vietnam,0
g22_0000000512-0000000512,vietnam,0
g0_0000000000-0000000512,portugal,0
g10-3_00084_13,croatia,0
g2_0000006144-0000012288,brazil,2
g2_00094_8,slovakia,2
g8_00022_14,lithuania,0
g6-0_00032_17,sweden,0
g31_00036_7,latvia,0
g15_00114_18,estonia,1
g50_00011_0,latvia,1
g15_00037_15,estonia,1
g26_00051_17,latvia,0
g16_00037_8,netherlands,0
g16_00012_6,netherlands,1
g6-0_00071_2,sweden,0
g26_00003_1,latvia,0
g0_1784,india,1
g22_00006_1,denmark,2
g1_00033_1,spain,0
g0_00024_14,luxembourg,0
g8_00073_9,lithuania,2
g14-1_00048_12,finland,1
g6_00012_8,slovenia,0
g10_00096_0,estonia,1
g0_00031_8,luxembourg,0
g21_00036_1,slovakia,2
g6_00110_10,denmark,2
g45_0000000000-0000001024,vietnam,0
g2_00016_2,germany,0
g10_00034_4,estonia,1
g6_00065_9,slovenia,1
g0_0528,india,1
g14-1_00137_2,finland,0
g14-1_00100_18,finland,0
g2_00012_3,belgium,0
g0_1980,india,1
g0_00039_15,luxembourg,0
g6_00008_16,belgium,0
g78_00028_0,austria,0
g2_0000010752-0000009728,brazil,2
g14-2_00061_7,croatia,0
g15-1_00013_10,finland,1
g79_00025_10,austria,1
g22_00087_3,denmark,2
g13_00022_5,slovenia,0
g10-3_00088_16,croatia,0
g48_0000000512-0000001024,vietnam,0
g11_00023_4,lithuania,0
g50_00007_13,latvia,0
g212_00027_9,france,0
g77_00048_18,austria,0
g11_00093_3,lithuania,1
g82_00037_10,austria,0
g79_00018_1,austria,1
g83_00003_11,austria,0
g1_00007_7,germany,1
g15-1_00120_0,finland,0
g23_00044_4,netherlands,1
g79_00020_18,austria,0
g95_00041_8,austria,0
g11_00078_5,lithuania,0
g10-3_00024_9,croatia,0
g6-0_00019_14,sweden,0
g0_00005_6,luxembourg,0
g21_00090_17,slovakia,2
g165_00055_8,france,0
g6_00010_1,denmark,2
g6_00021_17,slovenia,1
g15_00025_5,estonia,2
g2_0187,india,1
g25_00034_4,latvia,0
g6_00020_3,denmark,2
g25_00053_1,latvia,0
g2_00050_8,belgium,0
g8_00046_4,lithuania,0
g10-3_00056_13,croatia,0
g6_00020_2,slovenia,0
g3_00004_8,south_africa,2
g16_00079_7,netherlands,0
g14-1_00060_4,finland,0
g3_00005_4,spain,0
g6-0_00026_4,sweden,0
g6_00049_17,belgium,0
g31_00032_7,latvia,0
g10_00102_15,estonia,2
g50_00043_4,latvia,1
g14-2_00032_9,croatia,0
g10_00013_1,estonia,2
g8_00035_16,lithuania,0
g14-1_00121_17,finland,0
g3_00006_16,south_africa,0
g6_00039_2,slovenia,0
g15_00130_8,estonia,0
g2_00004_12,south_africa,2
g212_00016_15,france,0
g2_00032_16,belgium,0
g22_00024_10,denmark,2
g14-1_00066_1,finland,1
g15-1_00023_12,finland,0
g13-5_00135_10,sweden,0
g2_0000005120-0000003584,kenya,1
g15_00015_4,estonia,0
g6_00033_2,belgium,0
g7_00038_15,spain,0
g83_00022_4,austria,0
g15_00009_8,estonia,1
g2_00013_15,slovakia,2
g212_00058_18,france,0
g22_00039_18,denmark,2
g6_00021_17,belgium,0
g2_00008_11,belgium,0
g79_00008_15,austria,0
g31_00065_14,latvia,0
g14-2_00089_5,croatia,1
g31_00012_13,latvia,0
g47_0000000000-0000000512,vietnam,0
g11_00067_0,lithuania,1
g22_00045_14,denmark,2
g3_0000004096-0000002560,brazil,2
g10-3_00059_3,croatia,0
g79_00037_4,austria,0
